Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
CTM,Level,N,N,38.0,10,24.2,0,9999,1,1
Direct,Level,N,N,49.0,5,5.64,0,9999,1,1
CTM,Level,Y,N,49.0,20,5.64,0,9999,1,1
MSM,Decreasing with CI,N,N,32.0,20,54.09,0,9999,1,1
CTM,Level with CI,Y,N,28.0,30,24.07,0,572,0,1
MSM,Level with CI,Y,Y,42.0,30,24.07,0,572,0,1
Direct,Level,Y,N,55.0,10,24.07,0,572,0,1
CTM,Level,N,Y,60.0,20,18.42,0,561,0,1
Direct,Level with CI,Y,N,52.0,20,18.42,0,561,0,1
CTM,Decreasing with CI,N,Y,21.0,30,9.62,0,525,1,1
CTM,Decreasing with CI,N,N,45.0,20,9.62,0,525,1,1
CTM,Level,N,Y,52.0,20,7.63,0,560,0,1
CTM,Decreasing with CI,Y,N,42.0,30,9.14,0,560,0,1
Direct,Level,Y,N,27.0,20,9.14,0,560,0,1
MSM,Decreasing accelerated,Y,N,39.0,20,9.14,0,560,0,1
Direct,Level accelerated,Y,Y,45.0,30,23.88,0,9999,1,1
CTM,Level accelerated,N,N,43.0,25,52.17,0,9999,1,1
MSM,Level,Y,N,51.0,15,20.81,1,556,0,1
MSM,Decreasing,Y,N,30.0,10,18.07,1,556,0,1
CTM,Decreasing,N,N,29.0,20,16.96,1,556,0,1
Direct,Level,N,N,39.0,10,20.81,1,556,0,1
CTM,Level,N,Y,41.0,30,20.81,1,556,0,1
MSM,Decreasing with CI,N,Y,46.0,20,23.9,1,568,0,1
CTM,Decreasing with CI,N,N,33.0,5,23.9,1,568,0,1
Direct,Level accelerated,N,N,54.0,20,23.9,1,568,0,1
CTM,Decreasing,N,Y,45.0,20,23.9,0,568,0,1
Direct,Level with CI,Y,Y,50.0,20,23.9,1,568,0,1
Direct,Decreasing,Y,Y,57.0,30,14.05,0,543,0,1
Direct,Level,Y,Y,51.0,15,15.38,0,556,0,1
CTM,Level,Y,N,37.0,30,13.53,0,556,0,1
CTM,Level,Y,N,53.0,5,12.04,0,556,0,1
MSM,Level with CI,N,Y,59.0,20,100.72,0,9999,1,1
CTM,Level with CI,N,N,45.0,20,18.42,0,561,0,1
CTM,Level,Y,Y,44.0,30,35.87,0,557,0,1
CTM,Level with CI,Y,Y,45.0,20,16.3,0,9999,1,1
MSM,Level with CI,Y,N,40.0,10,16.3,0,9999,1,1
CTM,Decreasing,Y,N,54.0,5,23.29,0,9999,1,1
Direct,Decreasing with CI,Y,N,43.0,30,23.29,0,9999,1,1
CTM,Level,N,Y,45.0,30,19.39,0,9999,1,1
Direct,Level,N,N,47.0,30,23.64,0,9999,1,1
CTM,Level accelerated,N,N,35.0,30,23.64,0,9999,1,1
CTM,Decreasing with CI,Y,N,50.0,20,22.11,0,9999,1,1
CTM,Decreasing with CI,Y,N,41.0,40,20.48,0,9999,1,1
CTM,Decreasing with CI,Y,N,38.0,20,20.81,1,556,0,1
Direct,Decreasing with CI,Y,N,42.0,10,18.89,1,556,0,1
CTM,Decreasing with CI,Y,N,47.0,20,15.04,1,556,0,1
MSM,Level,Y,Y,44.0,30,10.85,1,556,0,1
CTM,Level,Y,Y,45.0,40,59.07,0,578,0,1
Direct,Decreasing with CI,Y,N,44.0,30,33.23,0,578,0,1
MSM,Level,N,N,45.0,5,10.17,0,564,0,1
CTM,Decreasing with CI,N,N,27.0,30,7.56,0,564,0,1
MSM,Decreasing with CI,N,Y,48.0,20,8.12,0,564,0,1
Direct,Level,Y,Y,34.0,30,7.93,0,564,0,1
Direct,Level with CI,N,N,50.0,20,6.44,0,564,0,1
CTM,Level with CI,Y,N,45.0,20,6.06,0,564,0,1
CTM,Decreasing with CI,Y,N,45.0,20,8.3,0,564,0,1
Direct,Decreasing with CI,N,N,42.0,20,6.06,0,564,0,1
Direct,Decreasing with CI,Y,N,49.0,10,10.34,0,564,0,1
CTM,Decreasing,N,Y,46.0,20,10.34,0,564,0,1
Direct,Level,Y,Y,50.0,20,7.93,0,564,0,1
CTM,Decreasing,N,Y,34.0,15,7.74,0,564,0,1
Direct,Level with CI,N,Y,51.0,5,7.93,0,564,0,1
CTM,Level,N,Y,46.0,20,8.3,0,564,0,1
CTM,Decreasing with CI,Y,Y,48.0,20,123.54,0,573,0,1
Direct,Decreasing with CI,N,Y,39.0,20,104.18,0,573,0,1
MSM,Level,N,N,59.0,20,104.18,0,573,0,1
Direct,Level with CI,N,Y,55.0,20,41.4,0,572,0,1
MSM,Level,Y,Y,64.0,20,41.4,0,572,0,1
Direct,Decreasing,N,Y,45.0,25,41.4,0,572,0,1
CTM,Level,Y,N,33.0,10,20.0,0,597,0,1
CTM,Level,Y,N,40.0,20,10.0,0,597,0,1
Direct,Decreasing with CI,Y,Y,44.0,30,20.0,0,597,0,1
MSM,Decreasing with CI,N,Y,58.0,25,112.53,0,524,0,1
CTM,Level,N,N,41.0,35,112.53,0,524,0,1
CTM,Level,N,N,30.0,20,12.04,0,501,1,1
CTM,Level with CI,N,N,57.0,10,489.07,0,583,0,1
Direct,Decreasing with CI,N,N,19.0,5,327.97,0,583,0,1
MSM,Decreasing with CI,Y,Y,44.0,15,58.47,0,9999,1,1
CTM,Level,N,N,40.0,20,20.0,0,9999,1,1
CTM,Decreasing with CI,Y,Y,39.0,25,11.46,0,562,0,1
CTM,Level,Y,N,41.0,5,99.2,1,9999,1,1
Direct,Level with CI,N,N,53.0,25,13.59,1,9999,1,1
Direct,Decreasing,Y,N,51.0,10,25.98,1,9999,1,1
Direct,Level,Y,N,51.0,25,25.98,1,9999,1,1
CTM,Level accelerated,N,N,53.0,20,9.41,0,524,0,1
CTM,Level,Y,Y,37.0,20,9.41,0,524,0,1
CTM,Decreasing,N,N,47.0,20,9.41,0,524,0,1
Direct,Level with CI,N,N,50.0,20,9.41,0,524,0,1
Direct,Decreasing with CI,Y,N,45.0,10,89.83,0,594,0,1
Direct,Level with CI,N,Y,46.0,30,21.98,0,594,0,1
CTM,Decreasing with CI,Y,Y,62.0,40,21.77,0,594,0,1
Direct,Level,N,Y,31.0,20,49.77,0,9999,1,1
CTM,Level,Y,N,44.0,15,54.86,0,9999,1,1
MSM,Level,N,Y,29.0,20,11.93,0,550,0,1
Direct,Level with CI,Y,Y,37.0,30,11.93,0,550,0,1
MSM,Level,N,N,23.0,25,11.93,0,550,0,1
MSM,Decreasing,Y,Y,45.0,10,51.58,1,581,0,1
CTM,Decreasing with CI,Y,N,47.0,20,47.64,1,581,0,1
CTM,Level,N,Y,49.0,10,36.32,1,581,0,1
MSM,Level with CI,N,N,45.0,40,36.32,1,581,0,1
Direct,Level with CI,N,N,39.0,30,23.41,1,9999,1,1
CTM,Level with CI,N,N,31.0,30,26.22,1,9999,1,1
MSM,Decreasing with CI,Y,Y,52.0,30,120.35,0,567,0,1
Direct,Level accelerated,N,Y,64.0,15,120.35,0,567,0,1
CTM,Level with CI,Y,N,30.0,30,36.32,1,581,0,1
MSM,Level,Y,Y,51.0,20,44.16,1,581,0,1
Direct,Decreasing,N,N,37.0,10,32.38,1,581,0,1
MSM,Level,Y,Y,43.0,20,36.32,1,581,0,1
CTM,Level with CI,Y,Y,27.0,20,119.38,0,585,0,1
MSM,Decreasing,Y,N,62.0,10,119.38,0,585,0,1
CTM,Level,N,Y,36.0,30,119.38,0,585,0,1
CTM,Level,Y,Y,64.0,20,51.63,0,585,0,1
Direct,Level accelerated,Y,Y,39.0,30,57.41,0,9999,1,1
Direct,Level with CI,N,Y,37.0,5,68.79,0,9999,1,1
Direct,Level,Y,N,39.0,15,59.69,0,9999,1,1
CTM,Level,N,Y,39.0,20,59.69,0,9999,1,1
Direct,Level with CI,N,N,49.0,40,118.93,0,9999,1,1
Direct,Decreasing with CI,Y,Y,53.0,20,118.93,0,9999,1,1
CTM,Level,N,N,23.0,30,28.02,1,9999,1,1
CTM,Decreasing with CI,Y,N,45.0,20,26.34,1,9999,1,1
Direct,Decreasing accelerated,Y,Y,34.0,20,28.02,1,9999,1,1
Direct,Decreasing,N,Y,47.0,20,29.81,1,9999,1,1
CTM,Decreasing accelerated,Y,Y,45.0,20,19.45,1,9999,1,1
MSM,Level,N,N,27.0,5,19.45,1,9999,1,1
MSM,Decreasing,Y,Y,49.0,20,32.39,1,9999,1,1
CTM,Level,Y,Y,54.0,20,25.21,1,9999,1,1
CTM,Level with CI,Y,N,50.0,15,23.41,1,9999,1,1
Direct,Level,Y,N,48.0,10,24.59,0,566,0,1
MSM,Level accelerated,N,N,39.0,10,24.59,0,566,0,1
Direct,Decreasing with CI,N,N,54.0,30,59.02,0,590,0,1
CTM,Level accelerated,Y,N,30.0,20,30.35,0,577,0,1
CTM,Decreasing with CI,Y,N,45.0,20,30.35,0,577,0,1
CTM,Level,Y,N,49.0,20,17.29,0,543,0,1
MSM,Decreasing with CI,Y,Y,36.0,20,17.29,0,543,0,1
CTM,Decreasing with CI,Y,N,42.0,10,194.28,1,537,0,1
CTM,Level,Y,Y,32.0,15,63.45,1,537,0,1
CTM,Level with CI,Y,Y,52.0,20,55.4,1,537,0,1
CTM,Level,N,N,56.0,35,55.4,1,537,0,1
Direct,Decreasing with CI,N,N,54.0,10,23.03,0,568,0,1
CTM,Decreasing accelerated,Y,Y,48.0,30,23.03,0,568,0,1
MSM,Level,Y,Y,58.0,15,17.62,0,571,0,1
CTM,Decreasing with CI,Y,Y,38.0,20,17.62,0,571,0,1
MSM,Decreasing with CI,Y,N,51.0,20,10.0,0,559,0,1
Direct,Decreasing,Y,N,44.0,10,7.0,0,559,0,1
CTM,Decreasing with CI,Y,N,36.0,30,10.0,0,559,0,1
Direct,Level,N,Y,41.0,30,6.38,0,9999,1,1
MSM,Decreasing with CI,Y,N,53.0,20,6.38,0,9999,1,1
Direct,Level accelerated,N,Y,61.0,30,352.73,0,575,0,1
Direct,Level with CI,Y,N,25.0,30,17.65,1,581,0,1
MSM,Decreasing with CI,Y,N,42.0,15,17.65,1,581,0,1
MSM,Level with CI,N,Y,40.0,20,17.65,1,581,0,1
CTM,Level with CI,N,Y,36.0,20,17.65,1,581,0,1
CTM,Level,Y,N,39.0,20,56.77,1,575,0,1
MSM,Level with CI,N,N,21.0,10,56.77,1,575,0,1
CTM,Decreasing with CI,Y,Y,50.0,25,56.77,1,575,0,1
Direct,Level with CI,Y,N,44.0,30,55.4,1,537,0,1
CTM,Decreasing,Y,Y,47.0,30,66.09,1,537,0,1
MSM,Level,N,N,48.0,25,84.13,1,537,0,1
CTM,Level,N,N,21.0,20,121.67,1,537,0,1
CTM,Decreasing,Y,N,38.0,10,63.45,1,537,0,1
CTM,Level with CI,Y,Y,51.0,30,47.25,1,537,0,1
CTM,Level with CI,Y,N,58.0,20,26.4,0,516,0,0
Direct,Level,Y,N,42.0,20,26.4,0,516,0,0
CTM,Level with CI,N,N,44.0,15,26.4,1,516,0,0
CTM,Level with CI,Y,Y,45.0,20,26.4,1,516,0,0
CTM,Level with CI,N,Y,40.0,20,80.51,0,590,0,1
CTM,Level,Y,N,57.0,10,5.06,0,572,0,1
Direct,Decreasing,N,Y,44.0,20,22.52,0,577,0,1
MSM,Decreasing,N,Y,46.0,30,14.48,0,577,0,1
CTM,Level,Y,N,50.0,30,10.29,0,532,0,1
Direct,Level,Y,N,34.0,5,34.88,1,575,0,1
Direct,Decreasing with CI,N,Y,43.0,20,21.58,1,575,0,1
Direct,Level,Y,Y,47.0,20,34.88,1,575,0,1
CTM,Level,N,Y,53.0,30,7.67,0,521,0,1
CTM,Level,Y,Y,50.0,10,68.33,0,555,0,1
CTM,Level,Y,N,57.0,40,15.32,1,9999,1,1
MSM,Decreasing accelerated,Y,N,39.0,30,15.32,1,9999,1,1
CTM,Decreasing,Y,Y,33.0,20,15.32,1,9999,1,1
CTM,Decreasing with CI,Y,Y,38.0,5,15.32,1,9999,1,1
Direct,Decreasing,N,Y,41.0,35,26.4,1,516,0,0
CTM,Level with CI,N,Y,45.0,10,30.95,1,516,0,0
CTM,Decreasing,Y,Y,47.0,30,40.04,0,516,0,0
CTM,Decreasing with CI,Y,Y,32.0,20,39.54,0,516,0,0
CTM,Decreasing,N,N,45.0,20,35.25,0,516,0,0
Direct,Decreasing with CI,N,Y,39.0,20,30.0,0,568,0,1
CTM,Level with CI,N,Y,33.0,30,30.0,0,568,0,1
CTM,Level,N,Y,58.0,20,25.21,1,542,0,1
Direct,Level with CI,Y,N,45.0,30,5.06,0,572,0,1
CTM,Level with CI,Y,N,42.0,5,25.81,0,587,0,1
CTM,Decreasing,N,N,43.0,20,33.33,0,587,0,1
Direct,Decreasing,N,Y,51.0,30,19.88,0,562,0,1
CTM,Level,Y,Y,45.0,20,332.38,0,573,0,1
MSM,Level with CI,Y,Y,45.0,15,78.54,0,573,0,1
CTM,Level,Y,N,53.0,20,47.61,0,573,0,1
MSM,Level accelerated,Y,N,45.0,30,17.25,0,9999,1,1
CTM,Level,N,N,37.0,30,17.25,0,9999,1,1
Direct,Level with CI,Y,Y,62.0,20,17.25,0,9999,1,1
CTM,Decreasing,Y,N,43.0,5,25.97,0,9999,1,1
CTM,Decreasing,Y,Y,57.0,5,25.97,0,9999,1,1
CTM,Level,N,Y,47.0,20,25.97,0,9999,1,1
CTM,Level,N,Y,56.0,20,18.75,0,560,0,1
Direct,Decreasing,Y,N,34.0,10,15.94,1,542,0,1
Direct,Level,N,Y,60.0,35,9.41,1,542,0,1
CTM,Level with CI,Y,Y,42.0,20,9.41,1,542,0,1
CTM,Level accelerated,Y,N,38.0,30,9.41,1,542,0,1
MSM,Level,Y,Y,39.0,30,9.41,1,542,0,1
CTM,Level,Y,Y,31.0,30,34.06,0,569,0,1
CTM,Decreasing with CI,N,N,41.0,20,62.87,1,547,0,1
Direct,Decreasing accelerated,Y,N,47.0,15,37.98,1,547,0,1
Direct,Decreasing with CI,N,N,46.0,5,37.98,1,547,0,1
CTM,Decreasing accelerated,Y,N,33.0,20,50.64,1,547,0,1
Direct,Level,Y,Y,44.0,10,13.33,0,478,1,1
CTM,Level with CI,Y,Y,40.0,20,10.0,0,478,1,1
MSM,Level,N,N,53.0,15,12.97,0,478,1,1
CTM,Level with CI,Y,N,46.0,10,10.0,0,564,0,1
CTM,Level with CI,Y,N,52.0,30,16.1,1,564,0,1
Direct,Decreasing accelerated,N,N,45.0,10,16.1,1,564,0,1
CTM,Decreasing with CI,Y,N,36.0,10,10.0,0,564,0,1
CTM,Level,Y,N,51.0,30,10.0,0,564,0,1
CTM,Level,N,N,36.0,20,10.5,0,564,0,1
CTM,Level,N,Y,53.0,10,16.1,1,564,0,1
MSM,Decreasing,Y,N,45.0,30,9.15,0,564,0,1
MSM,Decreasing with CI,N,N,49.0,20,16.95,0,560,0,1
MSM,Level,N,N,42.0,30,18.75,0,560,0,1
MSM,Level,Y,Y,33.0,20,18.75,0,560,0,1
Direct,Decreasing with CI,N,N,54.0,20,10.0,1,575,0,1
CTM,Decreasing with CI,Y,N,50.0,30,10.57,1,575,0,1
Direct,Decreasing accelerated,N,Y,34.0,20,10.57,1,575,0,1
CTM,Level,Y,Y,40.0,20,10.57,1,575,0,1
CTM,Level,Y,N,46.0,15,14.11,1,575,0,1
CTM,Decreasing with CI,Y,N,47.0,10,24.44,0,564,0,1
MSM,Level,Y,Y,41.0,30,19.27,0,9999,1,1
CTM,Level with CI,N,N,32.0,20,29.72,0,9999,1,1
MSM,Level,Y,Y,45.0,20,29.72,0,9999,1,1
Direct,Decreasing,Y,N,44.0,15,29.72,0,9999,1,1
CTM,Decreasing,Y,N,45.0,20,29.72,0,9999,1,1
CTM,Level,Y,N,48.0,20,29.72,0,9999,1,1
Direct,Level accelerated,Y,N,53.0,30,26.35,0,523,1,1
MSM,Level accelerated,Y,N,42.0,25,5.0,0,567,0,1
Direct,Decreasing with CI,N,N,47.0,30,9.79,1,530,0,1
CTM,Level with CI,Y,N,62.0,20,9.79,1,530,0,1
Direct,Decreasing accelerated,Y,N,54.0,5,9.79,1,530,0,1
Direct,Decreasing,Y,N,46.0,20,12.46,1,547,0,1
CTM,Decreasing accelerated,Y,Y,53.0,25,52.7,0,9999,1,1
Direct,Decreasing,Y,Y,53.0,20,52.7,0,9999,1,1
CTM,Decreasing with CI,N,Y,43.0,30,100.46,0,9999,1,1
CTM,Decreasing with CI,Y,N,48.0,20,15.9,0,545,0,1
CTM,Decreasing with CI,Y,Y,47.0,20,20.34,0,536,0,1
CTM,Level,Y,N,52.0,10,29.37,0,564,0,1
MSM,Level with CI,N,N,35.0,20,10.61,0,575,0,1
Direct,Level accelerated,Y,N,63.0,20,10.61,0,575,0,1
CTM,Level with CI,Y,Y,35.0,30,10.61,0,575,0,1
MSM,Level with CI,Y,N,32.0,10,18.75,1,560,0,1
Direct,Level,Y,Y,32.0,20,18.75,1,560,0,1
Direct,Decreasing,Y,Y,50.0,10,18.75,1,560,0,1
Direct,Level,Y,N,50.0,20,24.45,0,523,0,1
Direct,Level accelerated,Y,N,44.0,20,20.79,0,555,0,1
MSM,Level with CI,Y,N,49.0,30,8.1,1,555,0,1
Direct,Decreasing with CI,N,N,45.0,20,8.1,1,555,0,1
CTM,Decreasing,Y,Y,30.0,20,9.93,1,555,0,1
CTM,Level,N,N,41.0,20,11.14,1,555,0,1
Direct,Decreasing,N,Y,44.0,20,8.1,1,555,0,1
Direct,Decreasing accelerated,N,Y,26.0,30,8.1,1,555,0,1
MSM,Level,Y,N,36.0,5,8.1,1,555,0,1
Direct,Decreasing with CI,Y,N,45.0,5,8.1,0,555,0,1
Direct,Decreasing,N,N,46.0,10,8.1,0,555,0,1
MSM,Level with CI,N,Y,39.0,20,8.1,1,555,0,1
CTM,Decreasing with CI,Y,N,32.0,35,8.1,1,555,0,1
Direct,Level,Y,N,45.0,30,18.75,1,560,0,1
Direct,Decreasing with CI,N,N,47.0,5,18.14,1,554,0,1
CTM,Level,Y,N,39.0,5,18.14,1,554,0,1
CTM,Level,Y,N,43.0,20,15.05,1,554,0,1
MSM,Level with CI,N,Y,46.0,20,18.14,1,554,0,1
Direct,Decreasing with CI,Y,N,40.0,30,12.04,1,554,0,1
MSM,Decreasing with CI,Y,N,36.0,20,12.04,1,554,0,1
CTM,Level with CI,N,Y,47.0,25,18.14,1,554,0,1
CTM,Level,N,Y,38.0,30,25.0,0,559,0,1
CTM,Decreasing,Y,N,47.0,35,7.93,0,559,0,1
Direct,Level with CI,Y,N,40.0,30,7.93,0,559,0,1
CTM,Level with CI,Y,N,45.0,30,7.93,0,559,0,1
Direct,Decreasing with CI,N,N,45.0,10,7.93,0,559,0,1
MSM,Decreasing,N,N,50.0,20,6.06,0,559,0,1
Direct,Level with CI,N,N,47.0,30,15.15,0,9999,1,1
Direct,Decreasing,Y,Y,48.0,20,15.15,0,9999,1,1
CTM,Level with CI,Y,Y,54.0,5,15.15,0,9999,1,1
CTM,Level,N,N,58.0,20,21.66,0,9999,1,1
Direct,Decreasing,N,N,39.0,20,22.95,0,561,0,1
Direct,Level,N,Y,38.0,35,19.6,0,561,0,1
CTM,Level,N,N,52.0,30,22.95,0,561,0,1
CTM,Decreasing with CI,Y,N,38.0,5,3.14,0,548,0,1
Direct,Level,Y,N,44.0,5,27.5,0,566,0,1
CTM,Decreasing with CI,N,Y,45.0,30,27.5,0,566,0,1
Direct,Level with CI,N,N,47.0,30,11.46,0,9999,1,1
CTM,Level with CI,N,N,45.0,20,23.08,0,9999,1,1
MSM,Level,Y,N,45.0,10,31.08,0,579,0,1
MSM,Decreasing,Y,Y,54.0,20,28.86,0,579,0,1
CTM,Decreasing,Y,N,49.0,30,35.51,0,579,0,1
CTM,Level accelerated,N,Y,38.0,35,33.3,0,579,0,1
Direct,Level accelerated,N,N,53.0,20,52.86,0,579,0,1
CTM,Level with CI,N,N,38.0,20,48.42,0,579,0,1
CTM,Decreasing,N,N,55.0,20,37.73,0,579,0,1
CTM,Decreasing with CI,N,N,46.0,20,33.3,0,579,0,1
CTM,Decreasing accelerated,Y,N,46.0,10,7.84,0,578,0,1
CTM,Decreasing accelerated,Y,N,43.0,10,25.63,1,544,0,1
CTM,Level,Y,Y,51.0,30,25.63,1,544,0,1
CTM,Level with CI,N,N,32.0,20,25.63,1,544,0,1
Direct,Decreasing with CI,Y,N,39.0,10,29.75,1,544,0,1
CTM,Level,Y,Y,46.0,20,15.15,0,9999,1,1
CTM,Level with CI,N,N,43.0,40,6.83,0,551,0,1
CTM,Decreasing with CI,Y,N,57.0,5,6.83,0,551,0,1
CTM,Decreasing with CI,N,N,50.0,10,23.9,1,568,0,1
CTM,Decreasing with CI,Y,N,29.0,10,23.9,1,568,0,1
MSM,Level,N,Y,46.0,10,23.9,1,568,0,1
MSM,Decreasing,Y,N,45.0,5,23.9,0,568,0,1
Direct,Decreasing,Y,N,45.0,20,23.9,1,568,0,1
Direct,Level,Y,Y,45.0,10,22.9,0,520,0,1
MSM,Level,Y,N,53.0,20,7.84,0,578,0,1
CTM,Level with CI,Y,N,44.0,5,7.84,0,578,0,1
CTM,Level with CI,N,N,54.0,5,49.18,0,565,0,1
MSM,Level,Y,Y,48.0,30,36.94,0,565,0,1
Direct,Decreasing,Y,Y,47.0,30,25.24,1,579,0,1
MSM,Level with CI,Y,Y,38.0,10,25.24,1,579,0,1
Direct,Decreasing,Y,Y,46.0,15,25.24,1,579,0,1
CTM,Level,Y,N,45.0,20,16.46,0,486,0,0
CTM,Level accelerated,Y,Y,50.0,10,48.16,0,9999,1,1
Direct,Level,Y,Y,48.0,20,40.1,0,603,0,1
CTM,Level,Y,Y,46.0,20,51.94,0,603,0,1
MSM,Level,Y,Y,48.0,25,15.58,0,9999,1,1
Direct,Level with CI,Y,N,45.0,20,15.58,0,9999,1,1
Direct,Decreasing,Y,N,57.0,40,27.91,0,583,0,1
CTM,Level with CI,N,N,38.0,30,13.44,0,9999,1,1
MSM,Level,N,N,34.0,10,13.44,0,9999,1,1
CTM,Level,Y,Y,47.0,10,27.61,0,520,0,1
Direct,Level accelerated,Y,Y,44.0,5,23.82,0,575,0,1
CTM,Decreasing accelerated,Y,N,54.0,20,23.82,0,575,0,1
Direct,Decreasing with CI,N,N,45.0,5,23.82,0,575,0,1
Direct,Decreasing with CI,N,N,41.0,20,20.06,0,9999,1,1
CTM,Level,Y,Y,58.0,20,20.06,0,9999,1,1
CTM,Decreasing with CI,Y,N,42.0,20,20.06,0,9999,1,1
CTM,Decreasing with CI,Y,Y,34.0,10,16.6,0,9999,1,1
CTM,Level,Y,Y,46.0,20,16.6,0,9999,1,1
Direct,Decreasing with CI,N,N,51.0,20,21.22,0,9999,1,1
CTM,Level with CI,Y,Y,60.0,10,20.3,0,9999,1,1
MSM,Level,N,N,39.0,30,19.84,0,9999,1,1
CTM,Level,Y,N,52.0,30,16.6,0,9999,1,1
MSM,Decreasing,Y,N,48.0,20,10.0,0,9999,1,1
CTM,Decreasing,Y,N,41.0,30,57.32,0,560,0,1
CTM,Decreasing,Y,N,56.0,15,5.0,0,532,0,1
MSM,Decreasing,Y,N,40.0,20,5.0,0,532,0,1
MSM,Decreasing,N,N,34.0,10,20.38,0,9999,1,1
CTM,Level,N,N,43.0,15,14.42,0,9999,1,1
Direct,Level,N,N,44.0,20,14.42,0,9999,1,1
Direct,Level,N,Y,40.0,15,30.41,0,9999,1,1
CTM,Decreasing,Y,N,54.0,30,85.25,0,9999,1,1
CTM,Level,N,N,55.0,20,69.49,0,9999,1,1
CTM,Level with CI,N,N,34.0,30,30.41,0,9999,1,1
CTM,Decreasing accelerated,N,N,48.0,10,69.49,0,9999,1,1
CTM,Decreasing,N,N,31.0,30,71.02,0,568,0,1
CTM,Decreasing,N,N,36.0,5,79.91,0,570,0,1
Direct,Decreasing,N,Y,42.0,20,69.07,0,570,0,1
CTM,Level,Y,N,31.0,30,71.99,0,570,0,1
MSM,Level with CI,N,N,42.0,20,71.99,0,570,0,1
CTM,Level,Y,Y,56.0,30,71.99,0,570,0,1
Direct,Level with CI,Y,N,42.0,15,24.95,0,544,0,1
MSM,Level with CI,Y,N,45.0,30,24.95,0,544,0,1
CTM,Level,Y,N,54.0,15,8.41,0,9999,1,1
CTM,Level,Y,Y,35.0,40,13.51,1,553,0,1
CTM,Level,N,Y,41.0,30,13.51,1,553,0,1
Direct,Level,N,N,44.0,20,13.51,1,553,0,1
MSM,Level,N,N,52.0,10,13.51,1,553,0,1
CTM,Decreasing,Y,N,49.0,20,12.44,0,529,0,1
CTM,Level with CI,N,N,57.0,20,12.44,0,529,0,1
Direct,Decreasing with CI,Y,N,42.0,30,10.0,1,9999,1,1
CTM,Level accelerated,Y,Y,54.0,30,8.21,1,9999,1,1
CTM,Decreasing with CI,Y,Y,49.0,30,66.92,1,578,0,1
MSM,Level,Y,N,46.0,30,61.86,1,578,0,1
CTM,Level with CI,N,Y,26.0,10,68.58,1,578,0,1
CTM,Level with CI,N,Y,34.0,30,7.62,0,558,0,1
Direct,Level,N,N,46.0,25,5.66,0,558,0,1
CTM,Level,Y,N,31.0,5,72.25,0,570,0,1
MSM,Level with CI,N,Y,45.0,20,72.25,0,570,0,1
Direct,Level with CI,N,Y,40.0,10,19.83,0,552,0,1
Direct,Decreasing with CI,Y,N,33.0,10,19.83,0,552,0,1
CTM,Level with CI,Y,N,50.0,30,19.83,0,552,0,1
MSM,Level,N,N,53.0,20,19.83,0,552,0,1
CTM,Level,Y,N,45.0,20,10.86,1,583,0,1
MSM,Decreasing with CI,Y,Y,33.0,10,10.86,1,583,0,1
CTM,Level,N,N,39.0,5,17.34,1,583,0,1
CTM,Level,Y,N,40.0,5,17.34,1,583,0,1
CTM,Level,N,N,42.0,20,74.77,1,578,0,1
CTM,Level with CI,N,N,28.0,15,74.77,1,578,0,1
MSM,Level with CI,Y,N,48.0,5,74.77,1,578,0,1
CTM,Decreasing accelerated,N,N,47.0,5,66.92,1,578,0,1
Direct,Level,Y,Y,39.0,10,80.97,1,578,0,1
MSM,Level,Y,N,51.0,30,16.96,1,9999,1,1
Direct,Level accelerated,N,N,54.0,20,13.48,1,9999,1,1
Direct,Level,N,N,63.0,20,12.05,1,9999,1,1
MSM,Decreasing with CI,Y,N,47.0,20,11.35,1,9999,1,1
CTM,Level,Y,Y,40.0,30,11.65,1,9999,1,1
CTM,Decreasing with CI,Y,Y,59.0,40,10.88,1,9999,1,1
MSM,Decreasing,Y,N,42.0,15,10.88,1,9999,1,1
Direct,Decreasing with CI,Y,Y,34.0,10,10.88,1,9999,1,1
CTM,Decreasing with CI,Y,N,44.0,20,11.35,1,9999,1,1
CTM,Level,Y,N,36.0,30,10.52,1,9999,1,1
CTM,Decreasing with CI,N,Y,36.0,20,11.18,1,9999,1,1
CTM,Decreasing,Y,N,42.0,20,9.61,1,9999,1,1
MSM,Decreasing with CI,Y,N,37.0,20,10.0,1,9999,1,1
CTM,Level with CI,Y,N,44.0,15,10.88,1,9999,1,1
Direct,Level with CI,Y,Y,42.0,20,28.16,0,536,0,1
CTM,Level accelerated,Y,N,32.0,20,28.16,0,536,0,1
CTM,Level accelerated,N,N,57.0,10,28.16,0,536,0,1
MSM,Decreasing with CI,Y,Y,49.0,30,19.99,0,572,0,1
CTM,Level,Y,Y,47.0,30,40.82,0,9999,1,1
CTM,Level,N,N,46.0,30,10.0,0,528,0,1
Direct,Level,Y,N,34.0,10,10.0,0,528,0,1
Direct,Decreasing with CI,Y,N,43.0,10,10.0,0,528,0,1
CTM,Level with CI,Y,N,52.0,30,10.0,0,528,0,1
CTM,Decreasing,N,N,44.0,5,10.0,0,528,0,1
MSM,Level,Y,Y,44.0,30,15.84,0,9999,1,1
MSM,Level with CI,N,N,44.0,20,15.84,0,9999,1,1
