Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,Sale,JF (Score),EF (No. of people not same surname at current address),ND (Months since last CCJ)
MSM,Level,Y,Y,42.0,5,17.01,N,558,1.0,-999997.0
MSM,Level accelerated,Y,Y,54.0,30,19.93,N,558,1.0,-999997.0
CTM,Decreasing with CI,Y,N,52.0,5,19.06,N,558,1.0,-999997.0
CTM,Level,Y,Y,45.0,5,8.01,N,570,4.0,-999997.0
CTM,Level with CI,N,N,39.0,20,8.01,N,570,4.0,-999997.0
Direct,Decreasing with CI,Y,Y,35.0,30,25.65,N,564,3.0,-999997.0
CTM,Level,N,N,45.0,20,25.65,N,564,3.0,-999997.0
CTM,Level,N,N,48.0,10,46.48,N,564,3.0,-999997.0
CTM,Level accelerated,Y,N,35.0,20,41.73,N,564,3.0,-999997.0
CTM,Decreasing with CI,Y,Y,52.0,30,39.37,N,564,3.0,-999997.0
MSM,Level with CI,Y,Y,47.0,20,146.46,N,9999,,
Direct,Level,Y,N,50.0,30,14.82,Y,553,21.0,-999997.0
Direct,Decreasing accelerated,N,Y,41.0,20,14.82,Y,553,21.0,-999997.0
CTM,Decreasing with CI,Y,Y,46.0,5,15.7,Y,553,21.0,-999997.0
CTM,Level with CI,Y,Y,44.0,10,45.87,Y,558,27.0,-999997.0
Direct,Level with CI,N,N,57.0,20,26.9,Y,558,27.0,-999997.0
CTM,Level,N,N,39.0,10,36.3,Y,558,27.0,-999997.0
Direct,Level,Y,N,54.0,30,31.43,Y,558,27.0,-999997.0
MSM,Level,Y,N,38.0,30,31.43,Y,558,27.0,-999997.0
Direct,Decreasing with CI,Y,N,32.0,5,34.05,Y,558,27.0,-999997.0
MSM,Level,N,Y,45.0,20,55.53,Y,9999,,
CTM,Level with CI,N,N,34.0,20,55.53,Y,9999,,
Direct,Level,Y,N,35.0,30,55.53,Y,9999,,
MSM,Level,N,N,54.0,20,68.94,Y,9999,,
CTM,Level,Y,N,33.0,25,57.92,Y,9999,,
CTM,Level with CI,Y,N,44.0,20,44.51,Y,9999,,
CTM,Decreasing with CI,N,N,38.0,10,55.53,Y,9999,,
CTM,Decreasing with CI,N,Y,48.0,30,99.62,Y,9999,,
CTM,Decreasing with CI,Y,Y,45.0,30,55.53,Y,9999,,
Direct,Decreasing with CI,N,N,24.0,30,13.22,N,9999,,
Direct,Level,Y,N,46.0,10,14.05,N,543,6.0,-999997.0
Direct,Decreasing with CI,Y,N,43.0,25,9.83,N,9999,,
CTM,Decreasing with CI,N,N,43.0,30,9.83,N,9999,,
CTM,Level,Y,N,48.0,10,104.42,N,578,7.0,-999997.0
CTM,Level,Y,Yes,54.0,30,88.19,N,578,7.0,-999997.0
MSM,Level with CI,Y,N,47.0,20,54.8,N,578,7.0,-999997.0
CTM,Decreasing,Y,N,54.0,10,97.58,N,578,7.0,-999997.0
CTM,Level,N,N,57.0,30,88.19,N,578,7.0,-999997.0
CTM,Level,Y,Y,45.0,35,88.19,N,578,7.0,-999997.0
Direct,Level,Y,N,46.0,15,31.43,Y,558,27.0,-999997.0
Direct,Level with CI,Y,N,33.0,30,5.24,N,553,10.0,-999997.0
CTM,Level with CI,Y,Y,32.0,40,5.0,N,553,10.0,-999997.0
CTM,Decreasing accelerated,Y,N,44.0,25,14.11,N,494,-999997.0,
Direct,Level with CI,Y,N,51.0,30,14.11,N,494,-999997.0,
Direct,Decreasing accelerated,Y,N,36.0,5,37.88,Y,9999,,
Direct,Decreasing with CI,Y,N,40.0,20,46.9,Y,9999,,
Direct,Decreasing,Y,Y,40.0,10,11.46,N,478,-999997.0,
CTM,Level,Y,Y,47.0,20,11.46,N,478,-999997.0,
CTM,Decreasing,Y,N,53.0,25,10.09,N,9999,,
Direct,Level,N,N,45.0,15,11.73,N,9999,,
MSM,Level accelerated,N,Y,57.0,30,10.09,N,9999,,
CTM,Level,N,Y,40.0,30,37.52,N,9999,,
Direct,Decreasing with CI,N,N,44.0,40,37.4,N,9999,,
CTM,Level,Y,N,29.0,20,37.4,N,9999,,
CTM,Level,Y,Y,53.0,20,19.99,N,556,0.0,-999997.0
MSM,Decreasing with CI,Y,Y,28.0,20,19.99,N,556,0.0,-999997.0
MSM,Level with CI,N,N,46.0,30,17.07,N,9999,,
Direct,Decreasing with CI,Y,N,32.0,20,17.07,N,9999,,
Direct,Level,Y,N,47.0,30,17.07,N,9999,,
Direct,Level with CI,Y,N,42.0,20,49.99,N,572,12.0,-999997.0
Direct,Level,N,Y,38.0,30,50.0,N,572,12.0,-999997.0
CTM,Decreasing accelerated,N,Y,39.0,20,11.59,Y,570,0.0,-999997.0
CTM,Level accelerated,N,N,53.0,20,11.59,Y,570,0.0,-999997.0
MSM,Level,Y,N,52.0,30,11.59,Y,570,0.0,-999997.0
CTM,Level with CI,N,N,51.0,20,17.76,N,571,0.0,-999997.0
Direct,Level with CI,Y,N,44.0,5,17.76,N,571,0.0,-999997.0
CTM,Decreasing,N,N,32.0,30,19.75,N,571,0.0,-999997.0
Direct,Decreasing with CI,Y,Y,41.0,30,11.46,N,478,-999997.0,
Direct,Decreasing,N,Y,40.0,30,11.46,N,478,-999997.0,
CTM,Level with CI,N,N,41.0,25,28.55,N,605,2.0,-999997.0
CTM,Level,N,Y,53.0,30,28.55,N,605,2.0,-999997.0
CTM,Level,N,N,44.0,40,9.41,N,567,0.0,-999997.0
CTM,Level,Y,Y,46.0,20,11.46,N,478,-999997.0,
Direct,Level with CI,N,N,42.0,30,50.0,N,564,3.0,-999997.0
CTM,Level,Y,N,39.0,25,30.0,N,564,3.0,-999997.0
MSM,Decreasing with CI,Y,No,50.0,20,56.08,N,564,3.0,-999997.0
Direct,Level with CI,Y,No,43.0,5,50.02,N,564,3.0,-999997.0
CTM,Level with CI,Y,N,41.0,30,41.89,N,564,3.0,-999997.0
Direct,Decreasing with CI,Y,N,44.0,10,49.97,N,564,3.0,-999997.0
MSM,Level with CI,Y,Y,38.0,5,118.32,N,576,6.0,-999997.0
CTM,Level with CI,N,Y,45.0,25,36.52,N,576,6.0,-999997.0
CTM,Decreasing accelerated,Y,N,44.0,30,36.52,N,576,6.0,-999997.0
Direct,Level,Y,Y,34.0,30,27.68,N,530,2.0,71.0
Direct,Level,N,N,44.0,30,27.68,N,530,2.0,71.0
Direct,Level with CI,N,Y,46.0,30,53.83,N,564,3.0,-999997.0
CTM,Decreasing with CI,N,N,42.0,30,43.35,N,564,3.0,-999997.0
CTM,Decreasing with CI,Y,N,40.0,20,38.11,N,564,3.0,-999997.0
CTM,Decreasing with CI,N,N,50.0,20,40.24,N,564,3.0,-999997.0
CTM,Decreasing,Y,N,45.0,15,40.24,N,564,3.0,-999997.0
Direct,Decreasing with CI,Y,N,33.0,20,65.26,N,564,3.0,-999997.0
CTM,Level,Y,N,57.0,5,39.0,Y,9999,,
MSM,Decreasing with CI,N,N,32.0,10,61.54,Y,9999,,
CTM,Level,Y,N,45.0,5,54.38,Y,9999,,
Direct,Level,N,N,52.0,15,35.41,Y,9999,,
Direct,Decreasing with CI,N,Y,55.0,20,47.62,Y,9999,,
Direct,Level,N,N,45.0,25,39.0,Y,9999,,
Direct,Level,Y,N,63.0,25,27.21,N,572,4.0,-999997.0
Direct,Level accelerated,Y,N,50.0,20,16.92,N,572,4.0,-999997.0
CTM,Level,Y,N,44.0,30,16.92,N,572,4.0,-999997.0
MSM,Level with CI,Y,N,33.0,10,16.92,N,572,4.0,-999997.0
Direct,Level with CI,Y,Y,34.0,10,19.07,N,562,3.0,-999997.0
CTM,Level,Y,N,44.0,30,17.72,N,562,3.0,-999997.0
Direct,Level accelerated,Y,Y,38.0,10,15.0,N,562,3.0,-999997.0
CTM,Level,Y,Y,44.0,30,15.0,N,562,3.0,-999997.0
Direct,Level,N,N,42.0,5,17.87,N,562,3.0,-999997.0
Direct,Level with CI,Y,N,46.0,40,16.49,N,562,3.0,-999997.0
CTM,Level with CI,N,Y,27.0,30,24.74,N,562,3.0,-999997.0
Direct,Level,N,N,34.0,30,112.53,N,557,9.0,-999997.0
Direct,Level with CI,N,N,47.0,20,112.53,N,557,9.0,-999997.0
MSM,Decreasing with CI,Y,N,38.0,20,97.57,N,562,4.0,-999997.0
CTM,Level with CI,N,Y,48.0,20,97.57,N,562,4.0,-999997.0
CTM,Level with CI,Y,Y,37.0,20,19.07,N,562,3.0,-999997.0
Direct,Level,N,N,49.0,35,17.72,N,562,3.0,-999997.0
CTM,Decreasing,Y,N,44.0,15,15.0,N,562,3.0,-999997.0
Direct,Level,Y,Y,50.0,5,15.0,N,562,3.0,-999997.0
MSM,Level,Y,Y,49.0,20,17.87,N,562,3.0,-999997.0
CTM,Decreasing with CI,N,Y,27.0,25,16.49,N,562,3.0,-999997.0
Direct,Level,N,N,44.0,10,10.0,N,580,30.0,-999997.0
CTM,Level,Y,N,59.0,20,18.16,N,580,30.0,-999997.0
CTM,Decreasing with CI,Y,N,40.0,30,40.35,N,580,30.0,-999997.0
Direct,Decreasing,N,N,47.0,20,91.88,N,9999,,
CTM,Level with CI,N,Y,39.0,20,91.88,N,9999,,
CTM,Decreasing with CI,N,N,51.0,30,7.38,N,9999,,
MSM,Level with CI,Y,Y,54.0,15,7.38,N,9999,,
MSM,Decreasing accelerated,Y,N,32.0,25,7.38,N,9999,,
Direct,Decreasing with CI,Y,N,34.0,20,9.02,N,9999,,
MSM,Decreasing,Y,N,59.0,5,21.27,N,559,3.0,-999997.0
CTM,Decreasing,N,Y,34.0,30,24.74,N,562,3.0,-999997.0
Direct,Level,N,Y,40.0,30,23.13,N,562,3.0,-999997.0
CTM,Level,N,N,38.0,20,17.69,N,562,3.0,-999997.0
Direct,Decreasing,N,Y,40.0,20,22.9,N,520,3.0,-999997.0
MSM,Decreasing with CI,Y,N,47.0,20,24.74,N,562,3.0,-999997.0
MSM,Level with CI,Y,N,52.0,10,24.74,N,562,3.0,-999997.0
MSM,Level,N,Y,44.0,5,23.13,N,562,3.0,-999997.0
CTM,Decreasing with CI,Y,Y,38.0,30,17.69,N,562,3.0,-999997.0
Direct,Level with CI,N,N,44.0,20,7.79,N,544,5.0,-999997.0
CTM,Level with CI,N,N,47.0,20,9.64,N,544,5.0,-999997.0
Direct,Decreasing with CI,N,N,46.0,25,14.09,N,544,5.0,-999997.0
CTM,Level accelerated,Y,Y,53.0,20,13.15,N,544,5.0,-999997.0
Direct,Level with CI,Y,Y,55.0,25,13.15,N,544,5.0,-999997.0
Direct,Level,N,N,59.0,10,13.15,N,544,5.0,-999997.0
MSM,Level with CI,Y,N,48.0,15,51.25,N,555,7.0,-999997.0
Direct,Decreasing,Y,N,46.0,30,51.25,N,555,7.0,-999997.0
CTM,Level,Y,Y,54.0,5,6.89,N,9999,,
CTM,Level with CI,Y,Y,56.0,15,6.89,N,9999,,
MSM,Decreasing accelerated,Y,N,38.0,20,6.89,N,9999,,
MSM,Level with CI,N,Y,35.0,25,9.37,N,551,12.0,-999997.0
Direct,Decreasing accelerated,Y,Y,49.0,30,9.01,N,551,12.0,-999997.0
MSM,Decreasing,N,N,33.0,10,9.01,N,551,12.0,-999997.0
Direct,Level,Y,N,27.0,20,17.76,N,571,0.0,-999997.0
CTM,Decreasing with CI,Y,Y,33.0,10,17.76,N,571,0.0,-999997.0
Direct,Decreasing accelerated,Y,Y,43.0,20,6.39,N,562,10.0,-999997.0
Direct,Decreasing accelerated,Y,Y,44.0,5,6.39,N,562,10.0,-999997.0
CTM,Level,Y,N,52.0,20,331.25,N,565,8.0,-999997.0
MSM,Level with CI,Y,N,47.0,20,99.8,N,565,8.0,-999997.0
CTM,Level,N,Y,58.0,30,99.8,N,565,8.0,-999997.0
Direct,Decreasing with CI,N,N,44.0,30,99.8,N,565,8.0,-999997.0
CTM,Level with CI,N,Y,62.0,30,18.68,Y,533,13.0,-999997.0
Direct,Level,Y,Y,56.0,10,18.68,Y,533,13.0,-999997.0
CTM,Level,Y,N,24.0,5,18.68,Y,533,13.0,-999997.0
MSM,Decreasing with CI,Y,N,32.0,10,19.37,Y,533,13.0,-999997.0
CTM,Level,N,Y,38.0,20,47.62,N,556,3.0,-999997.0
CTM,Level with CI,Y,N,39.0,20,47.62,N,556,3.0,-999997.0
MSM,Level with CI,N,N,40.0,30,25.23,N,9999,,
Direct,Level with CI,N,N,40.0,35,25.23,N,9999,,
CTM,Decreasing accelerated,N,N,58.0,30,19.95,N,552,2.0,-999997.0
CTM,Decreasing accelerated,Y,N,45.0,10,19.95,N,552,2.0,-999997.0
Direct,Level,N,Y,47.0,30,17.7,N,9999,,
Direct,Level with CI,N,N,59.0,30,13.41,N,9999,,
CTM,Decreasing accelerated,N,Y,39.0,25,13.41,N,9999,,
CTM,Decreasing with CI,N,Y,51.0,20,25.32,Y,577,4.0,-999997.0
CTM,Decreasing,N,Y,62.0,20,41.07,Y,577,4.0,-999997.0
MSM,Level,Y,N,53.0,20,41.07,Y,577,4.0,-999997.0
MSM,Decreasing accelerated,N,N,51.0,20,41.07,Y,577,4.0,-999997.0
Direct,Decreasing with CI,Y,N,39.0,20,20.29,N,531,7.0,-999997.0
Direct,Level with CI,Y,Y,59.0,30,13.96,Y,561,8.0,-999997.0
MSM,Level,Y,Y,49.0,20,66.94,N,503,7.0,50.0
Direct,Decreasing with CI,N,Y,44.0,5,23.83,Y,9999,,
CTM,Decreasing,Y,N,42.0,30,23.83,Y,9999,,
CTM,Decreasing with CI,Y,N,49.0,30,23.83,Y,9999,,
CTM,Decreasing,N,Y,33.0,10,22.37,N,9999,,
MSM,Level with CI,Y,N,54.0,5,22.37,N,9999,,
CTM,Level with CI,Y,N,49.0,20,16.08,N,9999,,
CTM,Level with CI,Y,N,42.0,20,10.0,N,9999,,
Direct,Level with CI,Y,N,48.0,30,10.0,N,9999,,
MSM,Level,N,N,59.0,25,19.75,N,571,0.0,-999997.0
CTM,Level,N,N,44.0,5,24.83,N,573,7.0,-999997.0
CTM,Level with CI,N,N,38.0,20,18.22,N,573,7.0,-999997.0
CTM,Level,Y,N,46.0,5,15.72,N,573,7.0,-999997.0
Direct,Level,N,Y,47.0,30,18.58,N,573,7.0,-999997.0
MSM,Level with CI,Y,Y,41.0,20,15.72,N,573,7.0,-999997.0
Direct,Decreasing with CI,N,Y,36.0,25,13.96,Y,561,8.0,-999997.0
MSM,Level with CI,Y,Y,33.0,10,13.96,Y,561,8.0,-999997.0
CTM,Decreasing with CI,Y,N,37.0,20,14.45,Y,572,4.0,-999997.0
MSM,Level accelerated,Y,N,43.0,30,14.45,Y,572,4.0,-999997.0
Direct,Decreasing,N,N,35.0,30,12.46,Y,572,4.0,-999997.0
Direct,Level,N,N,58.0,20,18.45,Y,572,4.0,-999997.0
Direct,Decreasing with CI,N,Y,38.0,20,14.45,Y,572,4.0,-999997.0
CTM,Decreasing accelerated,N,N,58.0,10,66.94,N,503,7.0,50.0
CTM,Level with CI,Y,Y,43.0,20,325.84,N,503,7.0,50.0
Direct,Level,N,N,42.0,5,67.91,N,503,7.0,50.0
CTM,Decreasing with CI,N,N,38.0,30,93.79,N,585,8.0,-999997.0
MSM,Level with CI,N,Y,37.0,15,14.58,N,9999,,
Direct,Level with CI,Y,N,57.0,10,49.82,N,585,4.0,-999997.0
MSM,Level with CI,Y,N,59.0,30,17.15,N,549,3.0,-999997.0
MSM,Decreasing with CI,Y,Y,32.0,20,9.92,N,549,3.0,-999997.0
Direct,Level,Y,N,53.0,25,10.36,N,549,3.0,-999997.0
CTM,Decreasing with CI,N,N,47.0,20,11.44,N,549,3.0,-999997.0
MSM,Level,N,N,44.0,5,12.67,N,549,3.0,-999997.0
CTM,Level,Y,Y,41.0,40,9.41,N,557,9.0,-999997.0
MSM,Level,N,Y,52.0,5,9.41,N,557,9.0,-999997.0
CTM,Level,Y,N,39.0,20,9.41,N,557,9.0,-999997.0
CTM,Decreasing with CI,Y,Y,52.0,20,9.41,N,557,9.0,-999997.0
CTM,Level accelerated,Y,N,39.0,30,13.29,N,9999,,
Direct,Level,N,Y,33.0,20,10.57,Y,9999,,
Direct,Decreasing with CI,Y,Y,35.0,20,10.57,Y,9999,,
CTM,Level,N,N,52.0,5,13.92,Y,9999,,
Direct,Level,Y,N,43.0,20,11.46,N,562,8.0,-999997.0
Direct,Level with CI,Y,Y,44.0,10,11.46,N,562,8.0,-999997.0
CTM,Decreasing,Y,Y,35.0,20,11.46,N,562,8.0,-999997.0
MSM,Decreasing with CI,N,N,28.0,20,11.46,N,562,8.0,-999997.0
CTM,Decreasing with CI,Y,Y,47.0,30,24.51,N,9999,,
CTM,Decreasing,N,N,56.0,10,24.51,N,9999,,
MSM,Decreasing with CI,N,Y,49.0,5,24.61,N,9999,,
CTM,Decreasing,N,N,38.0,20,24.61,N,9999,,
CTM,Level,N,N,38.0,10,24.2,N,9999,,
Direct,Level,N,N,49.0,5,5.64,N,9999,,
CTM,Level,Y,N,49.0,20,5.64,N,9999,,
MSM,Decreasing with CI,N,N,32.0,20,54.09,N,9999,,
CTM,Level with CI,Y,N,28.0,30,24.07,N,572,4.0,-999997.0
MSM,Level with CI,Y,Y,42.0,30,24.07,N,572,4.0,-999997.0
Direct,Level,Y,N,55.0,10,24.07,N,572,4.0,-999997.0
CTM,Level,N,Y,60.0,20,18.42,N,561,13.0,-999997.0
Direct,Level with CI,Y,N,52.0,20,18.42,N,561,13.0,-999997.0
CTM,Decreasing with CI,N,Y,21.0,30,9.62,N,525,-999997.0,
CTM,Decreasing with CI,N,N,45.0,20,9.62,N,525,-999997.0,
CTM,Level,N,Y,52.0,20,7.63,N,560,12.0,-999997.0
CTM,Decreasing with CI,Y,N,42.0,30,9.14,N,560,12.0,-999997.0
Direct,Level,Y,N,27.0,20,9.14,N,560,12.0,-999997.0
MSM,Decreasing accelerated,Y,N,39.0,20,9.14,N,560,12.0,-999997.0
Direct,Level accelerated,Y,Y,45.0,30,23.88,N,9999,,
CTM,Level accelerated,N,N,43.0,25,52.17,N,9999,,
MSM,Level,Y,N,51.0,15,20.81,Y,556,8.0,-999997.0
MSM,Decreasing,Y,N,30.0,10,18.07,Y,556,8.0,-999997.0
CTM,Decreasing,N,N,29.0,20,16.96,Y,556,8.0,-999997.0
Direct,Level,N,N,39.0,10,20.81,Y,556,8.0,-999997.0
CTM,Level,N,Y,41.0,30,20.81,Y,556,8.0,-999997.0
MSM,Decreasing with CI,N,Y,46.0,20,23.9,Y,568,19.0,-999997.0
CTM,Decreasing with CI,N,N,33.0,5,23.9,Y,568,19.0,-999997.0
Direct,Level accelerated,N,N,54.0,20,23.9,Y,568,19.0,-999997.0
CTM,Decreasing,N,Y,45.0,20,23.9,N,568,19.0,-999997.0
Direct,Level with CI,Y,Y,50.0,20,23.9,Y,568,19.0,-999997.0
Direct,Decreasing,Y,Y,57.0,30,14.05,N,543,6.0,-999997.0
Direct,Level,Y,Y,51.0,15,15.38,N,556,12.0,-999997.0
CTM,Level,Y,N,37.0,30,13.53,N,556,12.0,-999997.0
CTM,Level,Y,N,53.0,5,12.04,N,556,12.0,-999997.0
MSM,Level with CI,N,Y,59.0,20,100.72,N,9999,,
CTM,Level with CI,N,N,45.0,20,18.42,N,561,13.0,-999997.0
CTM,Level,Y,Y,44.0,30,35.87,N,557,18.0,-999997.0
CTM,Level with CI,Y,Y,45.0,20,16.3,N,9999,,
MSM,Level with CI,Y,N,40.0,10,16.3,N,9999,,
CTM,Decreasing,Y,N,54.0,5,23.29,N,9999,,
Direct,Decreasing with CI,Y,N,43.0,30,23.29,N,9999,,
CTM,Level,N,Y,45.0,30,19.39,N,9999,,
Direct,Level,N,N,47.0,30,23.64,N,9999,,
CTM,Level accelerated,N,N,35.0,30,23.64,N,9999,,
CTM,Decreasing with CI,Y,N,50.0,20,22.11,N,9999,,
CTM,Decreasing with CI,Y,N,41.0,40,20.48,N,9999,,
CTM,Decreasing with CI,Y,N,38.0,20,20.81,Y,556,8.0,-999997.0
Direct,Decreasing with CI,Y,N,42.0,10,18.89,Y,556,8.0,-999997.0
CTM,Decreasing with CI,Y,N,47.0,20,15.04,Y,556,8.0,-999997.0
MSM,Level,Y,Y,44.0,30,10.85,Y,556,8.0,-999997.0
CTM,Level,Y,Y,45.0,40,59.07,N,578,20.0,-999997.0
Direct,Decreasing with CI,Y,N,44.0,30,33.23,N,578,20.0,-999997.0
MSM,Level,N,N,45.0,5,10.17,N,564,5.0,-999997.0
CTM,Decreasing with CI,N,N,27.0,30,7.56,N,564,5.0,-999997.0
MSM,Decreasing with CI,N,Y,48.0,20,8.12,N,564,5.0,-999997.0
Direct,Level,Y,Y,34.0,30,7.93,N,564,5.0,-999997.0
Direct,Level with CI,N,N,50.0,20,6.44,N,564,5.0,-999997.0
CTM,Level with CI,Y,N,45.0,20,6.06,N,564,5.0,-999997.0
CTM,Decreasing with CI,Y,N,45.0,20,8.3,N,564,5.0,-999997.0
Direct,Decreasing with CI,N,N,42.0,20,6.06,N,564,5.0,-999997.0
Direct,Decreasing with CI,Y,N,49.0,10,10.34,N,564,5.0,-999997.0
CTM,Decreasing,N,Y,46.0,20,10.34,N,564,5.0,-999997.0
Direct,Level,Y,Y,50.0,20,7.93,N,564,5.0,-999997.0
CTM,Decreasing,N,Y,34.0,15,7.74,N,564,5.0,-999997.0
Direct,Level with CI,N,Y,51.0,5,7.93,N,564,5.0,-999997.0
CTM,Level,N,Y,46.0,20,8.3,N,564,5.0,-999997.0
CTM,Decreasing with CI,Y,Y,48.0,20,123.54,N,573,10.0,-999997.0
Direct,Decreasing with CI,N,Y,39.0,20,104.18,N,573,10.0,-999997.0
MSM,Level,N,N,59.0,20,104.18,N,573,10.0,-999997.0
Direct,Level with CI,N,Y,55.0,20,41.4,N,572,8.0,-999997.0
MSM,Level,Y,Y,64.0,20,41.4,N,572,8.0,-999997.0
Direct,Decreasing,N,Y,45.0,25,41.4,N,572,8.0,-999997.0
CTM,Level,Y,N,33.0,10,20.0,N,597,3.0,-999997.0
CTM,Level,Y,N,40.0,20,10.0,N,597,3.0,-999997.0
Direct,Decreasing with CI,Y,Y,44.0,30,20.0,N,597,3.0,-999997.0
MSM,Decreasing with CI,N,Y,58.0,25,112.53,N,524,9.0,-999997.0
CTM,Level,N,N,41.0,35,112.53,N,524,9.0,-999997.0
CTM,Level,N,N,30.0,20,12.04,N,501,-999997.0,
CTM,Level with CI,N,N,57.0,10,489.07,N,583,12.0,-999997.0
Direct,Decreasing with CI,N,N,19.0,5,327.97,N,583,12.0,-999997.0
MSM,Decreasing with CI,Y,Y,44.0,15,58.47,N,9999,,
CTM,Level,N,N,40.0,20,20.0,N,9999,,
CTM,Decreasing with CI,Y,Y,39.0,25,11.46,N,562,8.0,-999997.0
CTM,Level,Y,N,41.0,5,99.2,Y,9999,,
Direct,Level with CI,N,N,53.0,25,13.59,Y,9999,,
Direct,Decreasing,Y,N,51.0,10,25.98,Y,9999,,
Direct,Level,Y,N,51.0,25,25.98,Y,9999,,
CTM,Level accelerated,N,N,53.0,20,9.41,N,524,9.0,-999997.0
CTM,Level,Y,Y,37.0,20,9.41,N,524,9.0,-999997.0
CTM,Decreasing,N,N,47.0,20,9.41,N,524,9.0,-999997.0
Direct,Level with CI,N,N,50.0,20,9.41,N,524,9.0,-999997.0
Direct,Decreasing with CI,Y,N,45.0,10,89.83,N,594,6.0,-999997.0
Direct,Level with CI,N,Y,46.0,30,21.98,N,594,6.0,-999997.0
CTM,Decreasing with CI,Y,Y,62.0,40,21.77,N,594,6.0,-999997.0
Direct,Level,N,Y,31.0,20,49.77,N,9999,,
CTM,Level,Y,N,44.0,15,54.86,N,9999,,
MSM,Level,N,Y,29.0,20,11.93,N,550,13.0,-999997.0
Direct,Level with CI,Y,Y,37.0,30,11.93,N,550,13.0,-999997.0
MSM,Level,N,N,23.0,25,11.93,N,550,13.0,-999997.0
MSM,Decreasing,Y,Y,45.0,10,51.58,Y,581,3.0,-999997.0
CTM,Decreasing with CI,Y,N,47.0,20,47.64,Y,581,3.0,-999997.0
CTM,Level,N,Y,49.0,10,36.32,Y,581,3.0,-999997.0
MSM,Level with CI,N,N,45.0,40,36.32,Y,581,3.0,-999997.0
Direct,Level with CI,N,N,39.0,30,23.41,Y,9999,,
CTM,Level with CI,N,N,31.0,30,26.22,Y,9999,,
MSM,Decreasing with CI,Y,Y,52.0,30,120.35,N,567,1.0,-999997.0
Direct,Level accelerated,N,Y,64.0,15,120.35,N,567,1.0,-999997.0
CTM,Level with CI,Y,N,30.0,30,36.32,Y,581,3.0,-999997.0
MSM,Level,Y,Y,51.0,20,44.16,Y,581,3.0,-999997.0
Direct,Decreasing,N,N,37.0,10,32.38,Y,581,3.0,-999997.0
MSM,Level,Y,Y,43.0,20,36.32,Y,581,3.0,-999997.0
CTM,Level with CI,Y,Y,27.0,20,119.38,N,585,3.0,-999997.0
MSM,Decreasing,Y,N,62.0,10,119.38,N,585,3.0,-999997.0
CTM,Level,N,Y,36.0,30,119.38,N,585,3.0,-999997.0
CTM,Level,Y,Y,64.0,20,51.63,N,585,3.0,-999997.0
Direct,Level accelerated,Y,Y,39.0,30,57.41,N,9999,,
Direct,Level with CI,N,Y,37.0,5,68.79,N,9999,,
Direct,Level,Y,N,39.0,15,59.69,N,9999,,
CTM,Level,N,Y,39.0,20,59.69,N,9999,,
Direct,Level with CI,N,N,49.0,40,118.93,N,9999,,
Direct,Decreasing with CI,Y,Y,53.0,20,118.93,N,9999,,
CTM,Level,N,N,23.0,30,28.02,Y,9999,,
CTM,Decreasing with CI,Y,N,45.0,20,26.34,Y,9999,,
Direct,Decreasing accelerated,Y,Y,34.0,20,28.02,Y,9999,,
Direct,Decreasing,N,Y,47.0,20,29.81,Y,9999,,
CTM,Decreasing accelerated,Y,Y,45.0,20,19.45,Y,9999,,
MSM,Level,N,N,27.0,5,19.45,Y,9999,,
MSM,Decreasing,Y,Y,49.0,20,32.39,Y,9999,,
CTM,Level,Y,Y,54.0,20,25.21,Y,9999,,
CTM,Level with CI,Y,N,50.0,15,23.41,Y,9999,,
Direct,Level,Y,N,48.0,10,24.59,N,566,7.0,-999997.0
MSM,Level accelerated,N,N,39.0,10,24.59,N,566,7.0,-999997.0
Direct,Decreasing with CI,N,N,54.0,30,59.02,N,590,7.0,-999997.0
CTM,Level accelerated,Y,N,30.0,20,30.35,N,577,8.0,-999997.0
CTM,Decreasing with CI,Y,N,45.0,20,30.35,N,577,8.0,-999997.0
CTM,Level,Y,N,49.0,20,17.29,N,543,6.0,-999997.0
MSM,Decreasing with CI,Y,Y,36.0,20,17.29,N,543,6.0,-999997.0
CTM,Decreasing with CI,Y,N,42.0,10,194.28,Y,537,13.0,-999997.0
CTM,Level,Y,Y,32.0,15,63.45,Y,537,13.0,-999997.0
CTM,Level with CI,Y,Y,52.0,20,55.4,Y,537,13.0,-999997.0
CTM,Level,N,N,56.0,35,55.4,Y,537,13.0,-999997.0
Direct,Decreasing with CI,N,N,54.0,10,23.03,N,568,0.0,-999997.0
CTM,Decreasing accelerated,Y,Y,48.0,30,23.03,N,568,0.0,-999997.0
MSM,Level,Y,Y,58.0,15,17.62,N,571,2.0,-999997.0
CTM,Decreasing with CI,Y,Y,38.0,20,17.62,N,571,2.0,-999997.0
MSM,Decreasing with CI,Y,N,51.0,20,10.0,N,559,14.0,-999997.0
Direct,Decreasing,Y,N,44.0,10,7.0,N,559,14.0,-999997.0
CTM,Decreasing with CI,Y,N,36.0,30,10.0,N,559,14.0,-999997.0
Direct,Level,N,Y,41.0,30,6.38,N,9999,,
MSM,Decreasing with CI,Y,N,53.0,20,6.38,N,9999,,
Direct,Level accelerated,N,Y,61.0,30,352.73,N,575,5.0,-999997.0
Direct,Level with CI,Y,N,25.0,30,17.65,Y,581,5.0,-999997.0
MSM,Decreasing with CI,Y,N,42.0,15,17.65,Y,581,5.0,-999997.0
